etablissement,type,lieu,latitude,longitude,xmin,ymin,xmax,ymax
MONT BLANC ET CHOCOLAT,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.865084,2.328431,2.293634,48.850865,2.333993,48.877448
SAS REGENT DUPHOT,Restauration de type rapide,Invalides-Pont Alexandre-III,48.868446,2.325456,2.293634,48.850865,2.333993,48.877448
ARCHIVES INVESTISSEMENTS,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.866474,2.32908,2.293634,48.850865,2.333993,48.877448
CRISTINA'S TAPAS,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.868611,2.325559,2.293634,48.850865,2.333993,48.877448
PREMIUM,Débits de boissons,Invalides-Pont Alexandre-III,48.867844,2.325129,2.293634,48.850865,2.333993,48.877448
AU BONHEUR DE CHINE,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.865623,2.329018,2.293634,48.850865,2.333993,48.877448
KINUGAWA,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.865521,2.328964,2.293634,48.850865,2.333993,48.877448
DA ROSA,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.866316,2.326348,2.293634,48.850865,2.333993,48.877448
LE RESTAURANT DU CERCLE SUEDOIS,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.865985,2.325655,2.293634,48.850865,2.333993,48.877448
GOURMAND DUPHOT,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.868319,2.325502,2.293634,48.850865,2.333993,48.877448
VAEF REST,Restauration de type rapide,Invalides-Pont Alexandre-III,48.869602,2.328315,2.293634,48.850865,2.333993,48.877448
L'IMPERIAL BBZ,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.86591,2.325889,2.293634,48.850865,2.333993,48.877448
MAISIE CAFE,Restauration de type rapide,Invalides-Pont Alexandre-III,48.86636,2.326758,2.293634,48.850865,2.333993,48.877448
CAFE JOYEUX,Restauration de type rapide,Invalides-Pont Alexandre-III,48.869688,2.327681,2.293634,48.850865,2.333993,48.877448
BABRAN,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.868572,2.32541,2.293634,48.850865,2.333993,48.877448
NOS PREMIERS PAS,Débits de boissons,Invalides-Pont Alexandre-III,48.867649,2.324484,2.293634,48.850865,2.333993,48.877448
RIVOLI CIE,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.866381,2.324428,2.293634,48.850865,2.333993,48.877448
Z CARRE,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.868319,2.325502,2.293634,48.850865,2.333993,48.877448
DINAND BOCCADOR,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.86636,2.326758,2.293634,48.850865,2.333993,48.877448
IBRAHIM,Restauration de type rapide,Invalides-Pont Alexandre-III,48.866083,2.325353,2.293634,48.850865,2.333993,48.877448
PEACH INVEST FRANCE,Restauration de type rapide,Invalides-Pont Alexandre-III,48.868848,2.32747,2.293634,48.850865,2.333993,48.877448
LAMAD,Restauration de type rapide,Invalides-Pont Alexandre-III,48.869529,2.326744,2.293634,48.850865,2.333993,48.877448
GN FRANCE 2022,Restauration de type rapide,Invalides-Pont Alexandre-III,48.869568,2.326972,2.293634,48.850865,2.333993,48.877448
SOCIETE D'EXPLOITATION DU MONT THABORD,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.865623,2.329018,2.293634,48.850865,2.333993,48.877448
CAP 69,Restauration de type rapide,Invalides-Pont Alexandre-III,48.869602,2.328315,2.293634,48.850865,2.333993,48.877448
POTEL ET CHABOT S A,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.867282,2.328341,2.293634,48.850865,2.333993,48.877448
GREEN FOREST APPROVED,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.867282,2.328341,2.293634,48.850865,2.333993,48.877448
BLEND MADELEINE,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.868611,2.325559,2.293634,48.850865,2.333993,48.877448
PETIT FARMERS,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.865609,2.322913,2.293634,48.850865,2.333993,48.877448
FAVGOUT D'ASIE,Restauration de type rapide,Invalides-Pont Alexandre-III,48.866398,2.326641,2.293634,48.850865,2.333993,48.877448
LA SOURDIERE,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.865265,2.331781,2.293634,48.850865,2.333993,48.877448
IAFRANCESCO ET MURA,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.866665,2.333017,2.293634,48.850865,2.333993,48.877448
RIVOLI PARK TAVERN,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.864825,2.329235,2.293634,48.850865,2.333993,48.877448
PIZZA SAINT HONORE,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.864887,2.331825,2.293634,48.850865,2.333993,48.877448
TRANS BRASS,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.866032,2.331252,2.293634,48.850865,2.333993,48.877448
KUNITORAYA FRANCE,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.865375,2.331864,2.293634,48.850865,2.333993,48.877448
STATION ABSINTHE,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.866452,2.332014,2.293634,48.850865,2.333993,48.877448
R.E.C.,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.866235,2.33138,2.293634,48.850865,2.333993,48.877448
ECHIGO,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.866368,2.332832,2.293634,48.850865,2.333993,48.877448
LE PAIN QUOTIDIEN SAINT HONORE,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.866406,2.331736,2.293634,48.850865,2.333993,48.877448
LA BONDE,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.867004,2.332366,2.293634,48.850865,2.333993,48.877448
SAINT HONORE RESTAURATION,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.867832,2.332,2.293634,48.850865,2.333993,48.877448
NOMAD'S,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.86634,2.331447,2.293634,48.850865,2.333993,48.877448
COJEAN SAS,Restauration de type rapide,Invalides-Pont Alexandre-III,48.864745,2.332999,2.293634,48.850865,2.333993,48.877448
H.S.L.K.,Restauration de type rapide,Invalides-Pont Alexandre-III,48.867385,2.332879,2.293634,48.850865,2.333993,48.877448
SAINT HONORE,Restauration de type rapide,Invalides-Pont Alexandre-III,48.866214,2.329198,2.293634,48.850865,2.333993,48.877448
BRULERIE SAINT ROCH,Restauration de type rapide,Invalides-Pont Alexandre-III,48.866921,2.333213,2.293634,48.850865,2.333993,48.877448
ENTREPRISE CASTANIER,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.865617,2.330733,2.293634,48.850865,2.333993,48.877448
G.C.,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.866235,2.33138,2.293634,48.850865,2.333993,48.877448
GOUTU SAINT-HONORE,Restauration de type rapide,Invalides-Pont Alexandre-III,48.86633,2.331264,2.293634,48.850865,2.333993,48.877448
CHAN ET KIM,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.867739,2.332412,2.293634,48.850865,2.333993,48.877448
EBISU,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.865436,2.332213,2.293634,48.850865,2.333993,48.877448
YODES,Restauration de type rapide,Invalides-Pont Alexandre-III,48.867499,2.332339,2.293634,48.850865,2.333993,48.877448
YODES,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.867499,2.332339,2.293634,48.850865,2.333993,48.877448
VINO'S,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.866348,2.333172,2.293634,48.850865,2.333993,48.877448
RAZOWSKI'S,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.867276,2.332539,2.293634,48.850865,2.333993,48.877448
LA CORTE,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.86535,2.331258,2.293634,48.850865,2.333993,48.877448
G ET G SAINT HONORE,Restauration de type rapide,Invalides-Pont Alexandre-III,48.866129,2.331137,2.293634,48.850865,2.333993,48.877448
SAS EK- VENDOME,Restauration de type rapide,Invalides-Pont Alexandre-III,48.86812,2.330742,2.293634,48.850865,2.333993,48.877448
SEOUL OPERA SARL,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.867602,2.3331,2.293634,48.850865,2.333993,48.877448
ALEXY SAS,Restauration de type rapide,Invalides-Pont Alexandre-III,48.867578,2.33321,2.293634,48.850865,2.333993,48.877448
EOLIWIN,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.866214,2.329198,2.293634,48.850865,2.333993,48.877448
GAMBINO,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.867362,2.332987,2.293634,48.850865,2.333993,48.877448
CRUDUS,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.865567,2.332299,2.293634,48.850865,2.333993,48.877448
SUSHI KYO,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.867625,2.332996,2.293634,48.850865,2.333993,48.877448
BEAUREGARD,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.867456,2.332544,2.293634,48.850865,2.333993,48.877448
ALLIEL DEVELOPPEMENT,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.867126,2.332443,2.293634,48.850865,2.333993,48.877448
AD-OBJECT INTERNATIONAL DIFFUSION,Débits de boissons,Invalides-Pont Alexandre-III,48.86507,2.333825,2.293634,48.850865,2.333993,48.877448
TRIDAYO,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.865768,2.333759,2.293634,48.850865,2.333993,48.877448
MANGLA,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.866291,2.33278,2.293634,48.850865,2.333993,48.877448
BONAU,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.867004,2.332366,2.293634,48.850865,2.333993,48.877448
IVV NUMBER ONE,Débits de boissons,Invalides-Pont Alexandre-III,48.868617,2.329685,2.293634,48.850865,2.333993,48.877448
IVV NUMBER ONE,Débits de boissons,Invalides-Pont Alexandre-III,48.86871,2.329557,2.293634,48.850865,2.333993,48.877448
AKIKO'S BURGERS,Restauration de type rapide,Invalides-Pont Alexandre-III,48.866075,2.329477,2.293634,48.850865,2.333993,48.877448
BAGELS,Restauration de type rapide,Invalides-Pont Alexandre-III,48.865121,2.332946,2.293634,48.850865,2.333993,48.877448
LONGCHAMP INVEST,Restauration de type rapide,Invalides-Pont Alexandre-III,48.865967,2.330135,2.293634,48.850865,2.333993,48.877448
AUTEUIL INVEST,Débits de boissons,Invalides-Pont Alexandre-III,48.865967,2.330135,2.293634,48.850865,2.333993,48.877448
MOUFFETARD INVEST,Restauration de type rapide,Invalides-Pont Alexandre-III,48.865967,2.330135,2.293634,48.850865,2.333993,48.877448
SARL JMB,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.867697,2.332672,2.293634,48.850865,2.333993,48.877448
BIG GROUPE,Restauration de type rapide,Invalides-Pont Alexandre-III,48.867456,2.332544,2.293634,48.850865,2.333993,48.877448
L'AMAZONE,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.867697,2.332672,2.293634,48.850865,2.333993,48.877448
LA ROTONDE ST HONORE,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.864745,2.332999,2.293634,48.850865,2.333993,48.877448
COME,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.864955,2.333155,2.293634,48.850865,2.333993,48.877448
SUM-PYRAMIDES,Restauration de type rapide,Invalides-Pont Alexandre-III,48.865121,2.332946,2.293634,48.850865,2.333993,48.877448
POTEL ET CHABOT S A,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.868216,2.32928,2.293634,48.850865,2.333993,48.877448
SECRET FLAVOR EUROPE,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.865375,2.331864,2.293634,48.850865,2.333993,48.877448
PASTA TO GO,Restauration de type rapide,Invalides-Pont Alexandre-III,48.867739,2.332412,2.293634,48.850865,2.333993,48.877448
PEGAST MALL,Restauration de type rapide,Invalides-Pont Alexandre-III,48.867867,2.331849,2.293634,48.850865,2.333993,48.877448
UMAMI,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.865137,2.330504,2.293634,48.850865,2.333993,48.877448
KOOKIL KWAN,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.867433,2.332653,2.293634,48.850865,2.333993,48.877448
ANCORA SAINT HONORE,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.867499,2.332339,2.293634,48.850865,2.333993,48.877448
ANCORA SAINT HONORE,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.867456,2.332544,2.293634,48.850865,2.333993,48.877448
ZINC CPGM,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.867126,2.332443,2.293634,48.850865,2.333993,48.877448
MCP DIVAN,Débits de boissons,Invalides-Pont Alexandre-III,48.867667,2.331562,2.293634,48.850865,2.333993,48.877448
ARCHER VENDOME RESTAURANT,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.865436,2.329788,2.293634,48.850865,2.333993,48.877448
WATANABE AKASHI FRANCE,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.867311,2.332703,2.293634,48.850865,2.333993,48.877448
OSCAR,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.865322,2.329574,2.293634,48.850865,2.333993,48.877448
ARNAMA,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.867948,2.331493,2.293634,48.850865,2.333993,48.877448
CREATIVE DINING EU SARL,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.866348,2.333172,2.293634,48.850865,2.333993,48.877448
LE RUBIS,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.866145,2.3314,2.293634,48.850865,2.333993,48.877448
BAKUS,Débits de boissons,Invalides-Pont Alexandre-III,48.868617,2.329685,2.293634,48.850865,2.333993,48.877448
J.P GROUP,Restauration de type rapide,Invalides-Pont Alexandre-III,48.867311,2.332703,2.293634,48.850865,2.333993,48.877448
WM SAINT-HONORE,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.866602,2.331028,2.293634,48.850865,2.333993,48.877448
JRI PYRAMIDES,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.864745,2.332999,2.293634,48.850865,2.333993,48.877448
COFFEE DE PARIS,Restauration de type rapide,Invalides-Pont Alexandre-III,48.866214,2.329198,2.293634,48.850865,2.333993,48.877448
SAINT- HONORE CAOUA,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.867634,2.331716,2.293634,48.850865,2.333993,48.877448
KINO,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.865265,2.331781,2.293634,48.850865,2.333993,48.877448
SARL ASSOCIE UNIQUE LE CASA,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.867697,2.332672,2.293634,48.850865,2.333993,48.877448
BREIZH BRASIL,Restauration de type rapide,Invalides-Pont Alexandre-III,48.866214,2.329198,2.293634,48.850865,2.333993,48.877448
TOGO PARIS,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.865939,2.332546,2.293634,48.850865,2.333993,48.877448
KIND,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.865137,2.330504,2.293634,48.850865,2.333993,48.877448
GOURMET D'ASIE,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.867385,2.332879,2.293634,48.850865,2.333993,48.877448
CD LE PASSAGE,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.867909,2.331666,2.293634,48.850865,2.333993,48.877448
CD LE PASSAGE,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.867867,2.331849,2.293634,48.850865,2.333993,48.877448
MS4,Débits de boissons,Invalides-Pont Alexandre-III,48.866075,2.329477,2.293634,48.850865,2.333993,48.877448
FOUJITA,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.866368,2.332832,2.293634,48.850865,2.333993,48.877448
CHEZ MAIIMAILI,Restauration de type rapide,Invalides-Pont Alexandre-III,48.866214,2.329198,2.293634,48.850865,2.333993,48.877448
A.M,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.867697,2.332672,2.293634,48.850865,2.333993,48.877448
CANTINE OPERA,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.867697,2.332672,2.293634,48.850865,2.333993,48.877448
PBM,Restauration de type rapide,Invalides-Pont Alexandre-III,48.867409,2.332767,2.293634,48.850865,2.333993,48.877448
LE SURF,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.866075,2.329477,2.293634,48.850865,2.333993,48.877448
IMMERSION,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.867909,2.331666,2.293634,48.850865,2.333993,48.877448
BOWLERY CASANOVA,Restauration de type rapide,Invalides-Pont Alexandre-III,48.867739,2.332412,2.293634,48.850865,2.333993,48.877448
CHANA THAI FOOD,Restauration de type rapide,Invalides-Pont Alexandre-III,48.866075,2.329477,2.293634,48.850865,2.333993,48.877448
MARXXITO CAFE,Restauration de type rapide,Invalides-Pont Alexandre-III,48.866214,2.329198,2.293634,48.850865,2.333993,48.877448
BLOOMING BEE,Restauration de type rapide,Invalides-Pont Alexandre-III,48.866214,2.329198,2.293634,48.850865,2.333993,48.877448
MOMENT,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.866075,2.329477,2.293634,48.850865,2.333993,48.877448
P & A,Restauration de type rapide,Invalides-Pont Alexandre-III,48.867409,2.332767,2.293634,48.850865,2.333993,48.877448
L'ATELIER DU VEAU,Restauration de type rapide,Invalides-Pont Alexandre-III,48.867697,2.332672,2.293634,48.850865,2.333993,48.877448
GN FRANCE 2022,Restauration de type rapide,Invalides-Pont Alexandre-III,48.866075,2.329477,2.293634,48.850865,2.333993,48.877448
MONPOUSSIN,Restauration de type rapide,Invalides-Pont Alexandre-III,48.866075,2.329477,2.293634,48.850865,2.333993,48.877448
GDFL GROUP,Restauration de type rapide,Invalides-Pont Alexandre-III,48.866075,2.329477,2.293634,48.850865,2.333993,48.877448
BALOO SMASH BURGER,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.866214,2.329198,2.293634,48.850865,2.333993,48.877448
BANH BAO,Restauration de type rapide,Invalides-Pont Alexandre-III,48.866075,2.329477,2.293634,48.850865,2.333993,48.877448
CESAR SAINT HONORE RESTAURATION,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.867832,2.332,2.293634,48.850865,2.333993,48.877448
AS WAN,Restauration de type rapide,Invalides-Pont Alexandre-III,48.867739,2.332412,2.293634,48.850865,2.333993,48.877448
ASY,Restauration de type rapide,Invalides-Pont Alexandre-III,48.866214,2.329198,2.293634,48.850865,2.333993,48.877448
MA BULLE,Restauration de type rapide,Invalides-Pont Alexandre-III,48.866075,2.329477,2.293634,48.850865,2.333993,48.877448
SAS FULEDUO,Restauration de type rapide,Invalides-Pont Alexandre-III,48.867625,2.332996,2.293634,48.850865,2.333993,48.877448
COMPTOIR HARAJUKU,Restauration de type rapide,Invalides-Pont Alexandre-III,48.866921,2.333213,2.293634,48.850865,2.333993,48.877448
RIVOLI ALGER,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.864825,2.329235,2.293634,48.850865,2.333993,48.877448
MOON BASE 1,Débits de boissons,Invalides-Pont Alexandre-III,48.866075,2.329477,2.293634,48.850865,2.333993,48.877448
SJ VICTORY,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.866291,2.33278,2.293634,48.850865,2.333993,48.877448
SAS 19 SAINT-ROCH,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.865436,2.332213,2.293634,48.850865,2.333993,48.877448
LE BEAU KIT,Restauration de type rapide,Invalides-Pont Alexandre-III,48.866075,2.329477,2.293634,48.850865,2.333993,48.877448
FUSION FLAVORS HOSPITALITY GROUP,Restauration de type rapide,Invalides-Pont Alexandre-III,48.866214,2.329198,2.293634,48.850865,2.333993,48.877448
LE PAVILLON,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.863173,2.323505,2.293634,48.850865,2.333993,48.877448
POMONE,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.863173,2.323505,2.293634,48.850865,2.333993,48.877448
MUSIAM PARIS,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.863173,2.323505,2.293634,48.850865,2.333993,48.877448
BERTRAND CONCESSIONS,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.863173,2.323505,2.293634,48.850865,2.333993,48.877448
ROSA BONHEUR LA CREPERIE,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.863173,2.323505,2.293634,48.850865,2.333993,48.877448
PETIT PLISSON,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.863173,2.323505,2.293634,48.850865,2.333993,48.877448
ZAPI,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.865137,2.330504,2.293634,48.850865,2.333993,48.877448
CHEN FOOD,Restauration de type rapide,Invalides-Pont Alexandre-III,48.866075,2.329477,2.293634,48.850865,2.333993,48.877448
LES PLATANES,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.863173,2.323505,2.293634,48.850865,2.333993,48.877448
PETIT PLISSON AUX TUILERIES (PP4),Restauration traditionnelle,Invalides-Pont Alexandre-III,48.863173,2.323505,2.293634,48.850865,2.333993,48.877448
SOC MONDIAL,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.864695,2.333821,2.293634,48.850865,2.333993,48.877448
PIZZA FRANCE,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.860371,2.333205,2.293634,48.850865,2.333993,48.877448
PALAIS HONORE,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.864442,2.333109,2.293634,48.850865,2.333993,48.877448
SANUKIYA,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.864695,2.333821,2.293634,48.850865,2.333993,48.877448
NODAIWA FRANCE,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.864379,2.333239,2.293634,48.850865,2.333993,48.877448
IL BERGAMOTTO,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.864316,2.332353,2.293634,48.850865,2.333993,48.877448
RIVOLI RESTAURATION,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.863214,2.333316,2.293634,48.850865,2.333993,48.877448
RAYAL PARIS,Restauration de type rapide,Invalides-Pont Alexandre-III,48.864703,2.329612,2.293634,48.850865,2.333993,48.877448
MCDONALD S PARIS NORD,Restauration de type rapide,Invalides-Pont Alexandre-III,48.863416,2.333597,2.293634,48.850865,2.333993,48.877448
PARIS SAVEURS,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.864006,2.331769,2.293634,48.850865,2.333993,48.877448
MEE,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.864448,2.33398,2.293634,48.850865,2.333993,48.877448
GERVAIS CAFE DE PARIS,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.863615,2.333894,2.293634,48.850865,2.333993,48.877448
GERVAIS CAFE DE PARIS,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.863748,2.333993,2.293634,48.850865,2.333993,48.877448
EL TONEL,Débits de boissons,Invalides-Pont Alexandre-III,48.864406,2.332423,2.293634,48.850865,2.333993,48.877448
LE MUSSET,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.863748,2.333993,2.293634,48.850865,2.333993,48.877448
SOC LE CARROUSEL,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.864006,2.331769,2.293634,48.850865,2.333993,48.877448
13 DUQUESNE,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.864529,2.332979,2.293634,48.850865,2.333993,48.877448
CYCEDO,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.863982,2.333717,2.293634,48.850865,2.333993,48.877448
KERVOLI,Restauration de type rapide,Invalides-Pont Alexandre-III,48.864006,2.331769,2.293634,48.850865,2.333993,48.877448
CAFE KITSUNE,Restauration de type rapide,Invalides-Pont Alexandre-III,48.864568,2.330316,2.293634,48.850865,2.333993,48.877448
SOCIETE D'EXPLOITATION RIVOLI,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.863214,2.333316,2.293634,48.850865,2.333993,48.877448
BROOK'S FRANCE,Restauration de type rapide,Invalides-Pont Alexandre-III,48.864182,2.333641,2.293634,48.850865,2.333993,48.877448
CYRNOS GESTION,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.863982,2.333717,2.293634,48.850865,2.333993,48.877448
L'ARCADE,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.864573,2.330009,2.293634,48.850865,2.333993,48.877448
LE DIPLOMATE,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.864164,2.331275,2.293634,48.850865,2.333993,48.877448
OFFICE NODAIWA TOKYO,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.864379,2.333239,2.293634,48.850865,2.333993,48.877448
SCDF PIPEREL,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.869361,2.328907,2.293634,48.850865,2.333993,48.877448
ATELIER JOUR MADELEINE,Restauration de type rapide,Invalides-Pont Alexandre-III,48.869501,2.328712,2.293634,48.850865,2.333993,48.877448
JOUR CAPUCINES,Restauration de type rapide,Invalides-Pont Alexandre-III,48.869501,2.328712,2.293634,48.850865,2.333993,48.877448
CAPUCINE & CIE,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.869501,2.328712,2.293634,48.850865,2.333993,48.877448
M.V.P,Restauration de type rapide,Invalides-Pont Alexandre-III,48.869361,2.328907,2.293634,48.850865,2.333993,48.877448
SUSHI PARIS,Restauration de type rapide,Invalides-Pont Alexandre-III,48.869361,2.328907,2.293634,48.850865,2.333993,48.877448
OKI CAPUCINES,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.869239,2.329078,2.293634,48.850865,2.333993,48.877448
MADE IN ITALY FOOD,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.869501,2.328712,2.293634,48.850865,2.333993,48.877448
OPERA MANDARIN,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.87029,2.331198,2.293634,48.850865,2.333993,48.877448
DESIREE CLARY,Débits de boissons,Invalides-Pont Alexandre-III,48.869808,2.331116,2.293634,48.850865,2.333993,48.877448
PUB OPERA,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.87003,2.330308,2.293634,48.850865,2.333993,48.877448
KITTY O'SHEA'S LE PUB IRLANDAIS,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.868855,2.329611,2.293634,48.850865,2.333993,48.877448
COUNTRY LIFE PARIS,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.869347,2.332181,2.293634,48.850865,2.333993,48.877448
CLUB SANDWICH,Restauration de type rapide,Invalides-Pont Alexandre-III,48.869095,2.329506,2.293634,48.850865,2.333993,48.877448
SPIC,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.869273,2.329915,2.293634,48.850865,2.333993,48.877448
CAPUCINE OPERA,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.869935,2.329129,2.293634,48.850865,2.333993,48.877448
LA NOTTE,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.869273,2.329915,2.293634,48.850865,2.333993,48.877448
EARTH K,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.869253,2.332102,2.293634,48.850865,2.333993,48.877448
ROMIT,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.869347,2.332181,2.293634,48.850865,2.333993,48.877448
OPERA FOOD,Restauration de type rapide,Invalides-Pont Alexandre-III,48.869106,2.332441,2.293634,48.850865,2.333993,48.877448
SARL SAMBO,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.868065,2.331462,2.293634,48.850865,2.333993,48.877448
LIQUIDS URBAN SPIRITS,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.869273,2.329915,2.293634,48.850865,2.333993,48.877448
ROUSSEAU JACQUES,Débits de boissons,Invalides-Pont Alexandre-III,48.869057,2.329334,2.293634,48.850865,2.333993,48.877448
SARL DES FAUBOURGS,Débits de boissons,Invalides-Pont Alexandre-III,48.869783,2.330877,2.293634,48.850865,2.333993,48.877448
ROSIG,Restauration traditionnelle,Invalides-Pont Alexandre-III,48.869347,2.332181,2.293634,48.850865,2.333993,48.877448
